Pool_ID,Area
344,2.561889648
362,0.623535156
366,0.557983398
367,2.462280273
664,1.521484375
364,7.993652344
368,4.153442383
360,0.057861328
359,0.147583008
363,0.033813477
361,0.159423828
729,0.157836914
350,0.703979492
209,0.192993164
206,0.478515625
207,0.191162109
208,0.333984375
210,1.465698242
211,1.006347656
645,1.261352539
213,1.231567383
212,0.157592773
673,0.033691406
214,0.110839844
215,0.139526367
217,1.138061523
644,0.215698242
246,1.226074219
676,0.868408203
675,0.929199219
643,0.33972168
216,0.918334961
218,1.15625
219,0.30859375
220,0.639404297
248,0.491943359
249,0.798706055
773,0.415039063
680,0.23425293
247,1.328369141
245,4.403686523
243,0.260253906
242,1.343383789
244,0.597290039
237,0.161376953
238,0.25390625
239,0.094482422
236,0.317016602
235,1.934814453
646,0.073486328
230,0.627319336
229,2.461791992
240,1.568969727
221,0.796264648
222,0.809082031
223,0.633300781
225,0.282836914
224,0.149169922
227,1.063232422
241,0.413574219
226,0.263061523
228,0.434692383
233,0.784667969
234,2.051879883
204,0.978637695
203,1.54699707
663,0.169677734
369,0.099609375
178,0.173095703
177,0.818115234
176,0.835205078
175,0.162475586
765,1.144042969
173,0.276489258
170,0.177978516
657,0.150634766
166,0.14453125
661,0.084106445
658,0.139892578
171,0.03503418
656,0.032836914
652,0.145874023
654,0.05871582
653,0.033203125
163,0.108764648
169,1.112792969
168,1.79675293
164,0.057983398
165,0.367431641
766,0.325683594
167,1.319091797
655,0.049804688
179,0.080566406
659,0.165039063
161,0.148193359
160,0.364257813
158,0.816162109
151,0.090332031
152,0.515136719
153,0.21105957
154,0.745239258
603,0.246704102
180,0.109375
181,0.093261719
608,0.029174805
187,1.436035156
192,0.091186523
607,0.369140625
191,0.154174805
190,0.208129883
189,0.465820313
779,0.05871582
198,0.65234375
194,0.905761719
195,1.110351563
197,1.904907227
199,0.186035156
196,0.534057617
767,0.349853516
651,0.348876953
200,0.138671875
193,0.227905273
265,0.167236328
264,0.314575195
616,0.110229492
615,0.083740234
614,0.270019531
619,1.019897461
618,0.120483398
617,0.177978516
756,0.237304688
262,0.318603516
261,0.830932617
263,1.09765625
612,0.147216797
611,0.07043457
610,0.030761719
609,0.159912109
182,0.086181641
183,0.075439453
184,0.208740234
594,0.030883789
260,0.074584961
259,0.01940918
258,0.072631836
256,0.141479492
257,0.054199219
590,0.407836914
621,0.119506836
622,0.172729492
623,0.053222656
253,0.688354492
589,0.091918945
593,0.032592773
266,0.302978516
586,0.104370117
591,0.355712891
587,0.198364258
267,0.062011719
625,0.240478516
286,0.370117188
285,0.447509766
284,0.375
627,0.350341797
287,0.506713867
288,0.363037109
290,0.118286133
629,0.030883789
292,0.141845703
289,0.796264648
315,0.173217773
316,0.947021484
353,3.641479492
354,0.161743164
355,0.106079102
717,0.369018555
352,0.135498047
718,0.309814453
719,0.208984375
351,0.78918457
720,0.95703125
348,0.375488281
347,1.074951172
722,0.140991211
723,0.635498047
721,1.897583008
728,0.163696289
727,0.127685547
346,0.367797852
349,0.264526367
343,0.146240234
342,0.204345703
340,0.085205078
707,0.034057617
710,0.064941406
337,0.094360352
338,0.296386719
709,0.05480957
339,0.993164063
329,0.050048828
330,0.197387695
331,0.731933594
336,0.106933594
335,0.152954102
334,0.243286133
333,0.018920898
332,0.557983398
465,0.318237305
688,0.059814453
694,0.634887695
378,0.331420898
697,0.163330078
374,0.167602539
371,0.218261719
373,0.021606445
679,0.140380859
376,0.208251953
375,0.310058594
377,0.485839844
326,0.117431641
327,0.585327148
684,0.281005859
252,0.081542969
325,0.73059082
324,0.056030273
683,0.237548828
682,0.209960938
323,0.60559082
639,0.705444336
638,0.413696289
642,0.276977539
322,0.143798828
321,0.266967773
320,1.07800293
317,0.256103516
318,0.15234375
282,0.646118164
283,0.600952148
293,1.359375
310,0.113891602
457,0.15246582
308,2.207519531
309,0.279785156
461,0.346557617
307,0.369506836
306,0.857421875
572,0.126586914
305,0.1484375
304,0.425292969
303,0.777709961
456,0.436401367
302,0.824462891
300,0.348876953
299,0.967529297
298,0.526611328
451,1.005859375
452,0.234375
453,0.318847656
454,4.2734375
630,0.321777344
446,0.450927734
448,0.830688477
297,0.24597168
576,0.111206055
296,0.353637695
279,0.204711914
280,0.295654297
281,0.185791016
449,0.449829102
450,0.607543945
628,0.32019043
271,0.256958008
270,0.164672852
581,0.260498047
269,0.067016602
268,0.118530273
583,0.655517578
272,0.133300781
273,0.055908203
274,0.487792969
275,0.538818359
580,0.649902344
277,0.218261719
276,0.092285156
149,0.625366211
564,0.050048828
148,0.072021484
147,0.040161133
598,0.065917969
559,0.512451172
558,0.681396484
533,0.41796875
535,0.236694336
146,0.558959961
567,0.475830078
144,0.305175781
145,0.645507813
776,0.463256836
118,0.066650391
120,0.055908203
777,0.282226563
117,1.020507813
116,0.045043945
114,0.170166016
115,0.117797852
123,0.114624023
124,0.043334961
125,0.309692383
126,0.21081543
122,0.170532227
121,0.373901367
127,0.465942383
128,0.06628418
129,0.185791016
13,0.142211914
1,0.062744141
2,0.3515625
3,0.192993164
5,0.130004883
4,0.03137207
14,0.31262207
6,0.100952148
16,0.078491211
379,0.053955078
17,0.010620117
15,0.21887207
12,0.115112305
7,0.106323242
8,0.062866211
9,0.039916992
532,0.059814453
380,1.281005859
381,0.065673828
19,0.030151367
18,0.057861328
514,0.142211914
512,0.057617188
20,0.170654297
515,0.024780273
516,0.635742188
477,0.937255859
21,0.647094727
511,0.189941406
383,0.673583984
22,0.053588867
531,0.11315918
529,0.093505859
530,0.077880859
528,1.721435547
527,0.110107422
534,0.715087891
560,0.157104492
561,0.20324707
563,2.75012207
150,0.745483398
562,0.298339844
769,0.243530273
770,0.760742188
604,0.033935547
159,0.163452148
155,0.928100586
602,0.096069336
156,0.353515625
601,0.651855469
157,3.213378906
162,0.355712891
781,0.684814453
172,0.147460938
188,0.176879883
606,2.888671875
186,0.647216797
768,0.180297852
648,0.241699219
201,2.205322266
650,0.505371094
202,1.088378906
649,1.066162109
647,1.038452148
205,0.019287109
231,0.593383789
620,0.129150391
232,0.46081543
250,2.771484375
774,0.273193359
775,0.095703125
251,0.455322266
681,0.461181641
677,0.155273438
671,0.253051758
674,0.622070313
672,0.007080078
370,0.334472656
665,0.328491211
668,0.862915039
662,5.88659668
702,0.015991211
703,0.130981445
700,0.622314453
701,0.829711914
699,0.25012207
669,0.116455078
696,0.311035156
670,0.384033203
372,2.194091797
678,0.095947266
693,0.113891602
690,0.452270508
698,0.119506836
695,0.497070313
726,0.201660156
357,9.676513672
725,0.051635742
358,6.446411133
730,1.036865234
731,1.184326172
733,0.059936523
732,0.181884766
345,0.290039063
744,0.729003906
746,0.664550781
747,2.763671875
748,1.030761719
749,0.78503418
752,4.984863281
750,0.220336914
751,0.315063477
753,1.381347656
745,3.708618164
742,0.67565918
741,0.187011719
743,0.533691406
754,0.166992188
739,0.498779297
738,1.393066406
740,0.059814453
735,0.120361328
734,0.136230469
737,0.352416992
736,0.098388672
341,0.473022461
704,0.780029297
705,0.086669922
706,0.138549805
712,0.514770508
713,1.525390625
715,2.155761719
714,0.07043457
708,0.127685547
716,0.656616211
711,0.29675293
687,0.184570313
686,0.918212891
464,0.069702148
328,0.11340332
356,7.479858398
692,0.051757813
691,0.142944336
689,0.034057617
582,0.740478516
584,0.588623047
585,0.464477539
578,3.18359375
278,4.219604492
577,0.063720703
575,3.101074219
295,3.093017578
579,2.244873047
626,0.3046875
294,0.235473633
291,0.486206055
313,0.275512695
631,0.825073242
314,2.85559082
312,2.171386719
458,0.182250977
311,1.705444336
755,0.121948242
632,0.426635742
633,0.317993164
573,0.170898438
574,2.884887695
634,1.516723633
571,0.380004883
460,0.43359375
635,0.482177734
459,0.180541992
455,2.020141602
301,0.588012695
447,0.0859375
462,0.092407227
463,0.273193359
641,0.191650391
640,0.375
637,0.258300781
319,0.080200195
636,0.904541016
772,0.223510742
624,0.098144531
254,0.382324219
613,0.08581543
566,0.894287109
565,0.469604492
592,0.685058594
595,0.187744141
119,0.021606445
570,1.499511719
185,1.189331055
597,0.208984375
382,0.035766602
11,0.1796875
10,0.087646484
509,0.113037109
508,0.438232422
389,0.143920898
388,0.014160156
387,0.022094727
517,0.677124023
390,0.26574707
386,0.164550781
385,0.201782227
384,0.156982422
391,0.330932617
392,0.142700195
23,0.098632813
507,0.185180664
510,1.527954102
478,0.098999023
479,0.187255859
481,0.102050781
480,0.491821289
482,0.359741211
485,0.14050293
483,0.542236328
484,0.250732422
596,0.080688477
568,3.451416016
569,2.193725586
133,0.087646484
132,0.02355957
131,0.053955078
130,0.152587891
547,0.025146484
599,0.404418945
548,0.115966797
543,3.099731445
541,0.130249023
542,0.138916016
544,0.095947266
549,0.651855469
425,0.232055664
546,0.336669922
136,0.037719727
134,0.323852539
135,0.321044922
138,0.251342773
137,0.126098633
140,1.841064453
139,0.441894531
555,0.039794922
554,0.178344727
556,0.08996582
553,0.232543945
557,0.6015625
143,0.085571289
445,0.64855957
443,0.129638672
444,3.01550293
500,1.031005859
503,0.040161133
501,0.087036133
505,0.158447266
502,0.168579102
504,1.938354492
506,0.03527832
395,0.098022461
24,0.067871094
25,0.247558594
394,0.13659668
26,0.788330078
27,0.061889648
393,0.344116211
28,0.203125
29,0.317626953
30,0.100097656
31,0.456420898
536,0.373901367
551,0.772338867
550,0.487792969
552,1.263183594
396,1.289672852
35,0.0703125
397,0.107177734
33,0.320556641
34,2.171020508
398,0.169677734
39,0.303100586
38,0.373657227
37,0.116943359
141,0.666625977
400,0.300292969
32,0.432617188
46,0.852539063
410,0.575195313
411,0.96105957
40,0.135253906
41,0.086303711
399,0.091186523
45,0.092163086
406,0.470581055
47,0.227416992
48,0.140991211
408,0.169799805
418,0.733398438
417,0.436767578
142,0.215087891
50,0.338134766
401,0.404541016
51,0.092773438
49,0.805786133
42,0.650756836
43,4.345825195
44,1.015014648
409,0.299316406
407,0.106689453
403,0.843261719
402,0.259887695
405,0.052856445
526,0.429199219
778,0.025878906
413,0.278320313
780,0.081420898
412,0.090698242
73,0.751953125
416,0.121948242
414,0.324951172
404,0.411743164
415,0.292358398
423,0.057861328
422,0.158813477
424,1.1171875
421,0.329956055
420,0.134155273
419,0.173461914
72,0.060302734
523,0.241577148
522,0.166381836
57,0.306030273
524,0.044189453
55,0.15246582
520,0.169921875
54,0.200073242
760,0.23449707
56,0.135620117
518,0.462646484
53,0.166992188
52,0.240844727
519,0.049194336
540,0.057006836
61,0.579223633
63,0.680053711
62,0.143188477
466,2.240112305
471,0.855224609
65,4.317504883
472,4.422119141
66,1.827148438
64,1.079589844
473,0.2578125
470,0.464355469
58,1.254272461
59,0.152709961
60,0.247924805
759,0.416015625
758,0.173583984
469,0.213745117
468,0.156616211
467,0.357055664
757,0.27734375
488,0.540771484
70,0.713378906
521,0.163208008
71,3.484008789
67,0.160888672
490,0.562133789
69,0.888916016
489,0.272094727
68,0.198364258
491,0.283081055
495,0.328857422
496,0.135498047
492,0.213989258
494,0.254150391
493,0.322998047
498,0.062988281
761,0.411743164
497,1.24621582
499,0.1171875
763,0.353515625
762,0.211303711
486,0.166259766
487,0.506713867
764,0.140869141
436,0.159179688
439,0.068115234
438,0.149291992
437,0.311035156
113,0.401977539
112,0.393676758
111,0.163085938
110,0.93762207
109,0.09362793
94,0.69543457
93,0.203369141
95,0.878051758
91,0.305175781
92,0.360473633
435,0.416381836
434,1.286743164
85,0.357910156
545,0.274414063
86,0.112792969
87,0.367919922
88,0.813598633
90,0.919433594
89,1.602661133
431,0.247680664
432,0.935180664
433,0.846191406
74,0.521606445
476,0.332763672
426,0.875366211
76,0.046386719
75,0.3046875
537,0.824829102
427,1.666748047
80,0.777587891
78,0.321777344
77,0.610961914
79,0.05859375
474,1.038208008
429,0.804077148
84,0.372558594
82,0.260986328
83,0.092285156
81,0.526489258
99,1.239501953
96,0.300292969
428,1.288696289
97,0.267089844
98,0.108398438
103,0.154541016
100,1.142822266
538,0.501953125
101,0.283813477
539,0.66418457
102,0.458740234
104,0.136230469
430,1.741333008
442,0.851074219
441,0.177001953
105,0.270263672
106,0.359375
107,0.237426758
108,1.058837891
440,0.089477539
525,0.74609375
724,0.59765625
660,0.271240234
605,0.645874023
365,0.041381836
475,0.430419922
