Pool_ID,lat,long,DistRC_m,Depth_cm,SurfArea_cm2,Volume_cm3,Pct_Shaded,Notes
500,37.52605281,-77.45688,29.76651225,12.375,10310.05859,127586.975,0,-
501,37.52600361,-77.45687406,23.58881964,5.75,1041.438,5207.19,0,-
502,37.5260087,-77.45685956,23.42632069,6.25,1138.827,6832.964,0,-
503,37.5260332,-77.45686859,26.79593994,-,-,-,6,-
504,37.52601662,-77.45683603,22.77636984,9.5,19383.54492,184143.677,0,-
505,37.52600606,-77.45686574,23.48238223,-,-,-,7,-
506,37.526,-77.457,15.15455361,-,-,-,0,Filled in
507,37.52573272,-77.45696438,5.923863809,-,-,-,4,-
508,37.5256012,-77.45678065,31.58163162,7,4382.32422,30676.27,31,-
509,37.526,-77.457,32.77671919,7,30784.47,215491.3,31,-
510,37.52557444,-77.45697887,25.07363283,10.5,15279.54102,160435.181,5,-
511,37.52547219,-77.45677637,47.99101204,30.5,2043.606,62304.065,0,-
512,37.52532448,-77.45691256,59.75490774,-,-,-,0,-
514,37.52529432,-77.4567633,70.97215025,-,-,-,5,-
515,37.52523306,-77.45680965,76.35597095,-,-,-,5,-
516,37.52522079,-77.45696699,70.06339783,-,-,-,2,-
517,37.52562137,-77.45657515,39.35941697,43.875,26612.43,1144335,0,-
518,37.52621633,-77.45655447,26.83718281,4.75,955.0442,3820.177,38,-
519,37.52621218,-77.45660557,29.78083248,-,-,-,6,-
520,37.52626213,-77.45656707,32.74284022,-,-,-,96,Channel feature
521,37.5263885,-77.45670611,56.25948083,-,-,-,100,Under woody debris
522,37.5262798,-77.45642113,24.57487357,-,-,-,47,-
523,37.52626528,-77.45641733,22.71663161,-,-,-,1,-
524,37.52623192,-77.45651217,25.61955856,-,-,-,6,Filled in
525,37.52603858,-77.45646487,0.865561925,-,-,-,0,Channel feature
526,37.52613584,-77.45628067,0.972978923,-,-,-,100,Filled in
527,37.52565287,-77.45635791,49.85706272,7.25,1182.024236,8569.67571,0,-
528,37.52570282,-77.45632939,46.07343911,5.25,6647.61005,33238.0503,0,-
529,37.52567907,-77.45631537,49.68576193,-,-,-,1,-
530,37.52567587,-77.45632773,49.23628141,-,-,-,0,-
531,37.52553021,-77.45630134,67.46980059,-,-,-,0,Not a pool
532,37.52540987,-77.45641567,73.94807562,-,-,-,15,-
533,37.52546712,-77.45606742,89.99365547,14.75,4652.306,67470.805,13,-
534,37.52548352,-77.45604579,89.55772342,28.5,6715.154297,191381.8975,46,-
535,37.52553996,-77.45608406,80.64929757,31,2657.3945,83324.86,0,-
536,37.52604336,-77.45605126,27.02503512,13.71875,14021.712,169737.89,0,-
537,37.52638752,-77.45620575,21.57560746,-,-,-,96,-
538,37.52651845,-77.45612375,34.83984553,-,-,-,4,-
539,37.52649753,-77.45607027,29.91652139,-,-,-,1,-
540,37.52659457,-77.4562944,51.8512694,-,-,-,0,-
541,37.52629063,-77.45587889,4.929816547,20.1875,2764.6015,53840.615,0,-
542,37.52628046,-77.45588626,5.955977405,11.375,1389.16016,15801.697,0,-
543,37.52626933,-77.45586867,8.128466478,17.5,30201.70098,528529.7671,0,-
544,37.52629686,-77.45591954,2.45148756,19.125,3023.783,57451.88,15,-
545,37.5263272,-77.45597254,3.682189435,3.125,1343.03086,4029.09258,0,-
546,37.52625614,-77.4560177,3.739400982,-,-,-,2,-
547,37.52621341,-77.45596208,11.59633771,-,-,-,0,-
548,37.52624394,-77.45592358,9.190451788,15.25,2161.416,32421.24,0,-
549,37.52622868,-77.45602269,7.118624915,-,-,-,0,-
550,37.52607045,-77.45601865,26.30754836,16.75,2332.632545,39071.59513,2,-
551,37.52605575,-77.456036,26.72125902,-,-,-,44,-
552,37.52607667,-77.45603053,24.80082045,-,-,-,2,-
553,37.52600485,-77.45592381,40.08436192,9,2325.43945,20928.955,0,-
554,37.52602521,-77.45587984,39.52712679,-,-,-,0,-
555,37.52602446,-77.45588959,39.22588642,6.125,483.8053,2902.832,0,-
556,37.52603388,-77.45588341,38.24940754,-,-,-,0,-
557,37.52595873,-77.45592001,45.4160535,-,-,-,0,-
558,37.52548916,-77.45599916,91.98467836,29.6875,7767.588,229893.9,89,-
559,37.52549632,-77.45599322,91.56391248,19.5,4644.844473,90066.32007,82,-
560,37.52560216,-77.45577712,94.4931945,-,-,-,12,-
561,37.52563232,-77.45577617,91.24516387,-,-,-,0,-
562,37.52577869,-77.45573338,77.70185188,-,-,-,2,-
563,37.52583317,-77.45565115,73.96535297,-,-,-,36,-
564,37.52589149,-77.45562572,67.39753549,-,-,-,7,-
565,37.52612003,-77.45574693,32.60452176,17.875,3325.375824,59441.09285,0,-
566,37.52612116,-77.45570344,34.24043062,-,-,-,95,-
567,37.52613857,-77.45568846,32.5816625,25.125,6104.115,152602.9,3,-
568,37.52616911,-77.45564758,30.27315259,-,-,-,0,-
569,37.52619022,-77.45578282,21.97255089,-,-,-,0,-
570,37.52625331,-77.45575216,14.99695856,77,8821.592,679262.6,0,-
571,37.52695993,-77.45542055,64.86593158,-,-,-,57,Channel feature
572,37.52687699,-77.4554814,56.29404429,75,706.8583,53014.38,99,-
573,37.52689075,-77.45547807,57.97738166,-,-,-,81,Dries frequently
574,37.52689641,-77.4554215,56.53897857,27,24127.43,651440.7,5,-
575,37.52664369,-77.45551158,26.74182113,-,-,-,4,-
576,37.52669383,-77.45547379,31.88510524,19,1112.06055,21129.15,40,-
577,37.52665312,-77.45555127,29.51446074,-,-,-,100,-
578,37.52657696,-77.45547379,16.49805472,-,-,-,0,-
579,37.52662522,-77.45543576,21.38386545,-,-,-,0,-
580,37.52650092,-77.45546476,6.138035419,-,-,-,0,-
581,37.52653711,-77.45544123,9.99503296,7.3125,2463.009,17241.06,0,-
582,37.52652411,-77.4555672,13.14357383,-,-,-,88,-
583,37.52651035,-77.4555634,11.18519419,-,-,-,93,-
584,37.52651845,-77.45554866,11.68370604,-,-,-,1,-
585,37.52649263,-77.4555527,8.439586471,20.375,4860.82929,98245.0847,0,-
586,37.52636394,-77.4555016,10.47545614,56.125,1278.628,71603.18,0,-
587,37.52644707,-77.45545169,1.456932808,-,-,-,0,-
589,37.52629985,-77.45551134,18.53751563,5.5,1017.090622,5593.998419,0,-
590,37.52638656,-77.45541889,10.68910278,24.125,5843.362336,140971.1163,0,-
591,37.52638072,-77.45549162,8.651898617,12.75,5739.689778,73181.04467,15,-
592,37.52622839,-77.45553416,27.0654855,9.75,5554.336,49989.02,6,-
593,37.52628155,-77.45555745,19.16799796,8.125,466.5265091,3790.527886,0,-
594,37.52625403,-77.45546951,26.18494152,22.4375,644.026494,14450.34446,0,-
595,37.52633226,-77.45563423,9.529504092,-,-,-,42,-
596,37.52617152,-77.45561806,31.16884157,-,-,-,100,-
597,37.52611045,-77.45557148,41.0487986,3.75,518.3627878,1943.860454,0,-
598,37.52598872,-77.45561355,55.20900337,-,-,-,27,-
599,37.52622717,-77.45594402,10.54139936,-,-,-,0,-
600,37.52621925,-77.45588555,13.97212223,9.25,5969.026042,55213.49089,-,-
601,37.52587777,-77.45526126,83.76012796,18.625,6673.52827,123113.7129,31,-
602,37.52587079,-77.45526981,84.34824057,5.75,980.1769079,5636.017221,24,-
603,37.52587984,-77.45532591,80.99243587,-,-,-,0,-
604,37.52582951,-77.45535324,86.56405291,14.1875,785.3982,10995.57,26,-
605,37.52593162,-77.4552218,78.19225445,2.75,4665.265091,12829.479,6,-
606,37.52596781,-77.45524961,72.35405865,23,21441.36986,493151.5068,0,-
607,37.52602794,-77.45522204,65.5011349,6.958333333,3279.822667,22347.19667,2,-
608,37.52593068,-77.45528716,75.7940323,20.5,397.4114707,8146.935149,18,-
609,37.52611648,-77.45540791,46.67184663,11.375,1960.353816,22299.02466,0,-
610,37.52614626,-77.45538747,43.53942142,4.9375,173.5729941,857.0166584,0,-
611,37.52615418,-77.45540909,41.66239898,6,565.4866776,3392.920066,11,-
612,37.52619301,-77.45537938,37.69642874,12.125,2078.16354,25197.73293,0,-
613,37.52618057,-77.45538937,38.94921657,3.5,414.6902303,1451.415806,0,-
614,37.52628607,-77.45525223,30.35077402,13.625,1753.008701,23884.74355,0,-
615,37.52627684,-77.45524914,31.68613156,5.125,988.0308896,5063.658309,0,-
616,37.52625987,-77.4552672,33.22264051,26.25,1919.513,49907.34,0,-
617,37.5263249,-77.45527576,24.3303482,9.5,2348.340509,22309.23483,8,-
618,37.5263085,-77.45530024,25.5447928,9.75,1382.300768,13477.43248,0,-
619,37.52629418,-77.45529929,27.46762251,15,14297.91148,203885.4923,0,-
620,37.5264551,-77.45524605,8.33516041,7.05,1193.805,8356.636,0,-
621,37.52639252,-77.45538604,11.17249952,18.75,2144.136986,40202.56849,0,-
622,37.52640119,-77.45532923,12.22290727,26.10227273,2441.731488,69267.60146,0,-
623,37.52639874,-77.45534492,11.94016347,17.9375,979.39151,16649.6557,0,-
624,37.52639195,-77.45530856,14.23687695,7.125,794.822941,5563.76059,0,-
625,37.52655187,-77.45537107,9.230766891,-,-,-,15,-
626,37.52652605,-77.45533803,4.55581499,-,-,-,92,-
627,37.52661238,-77.45527053,13.31757702,50.6875,7810.78473,390539.237,0,-
628,37.52658,-77.45544807,15.90525093,-,-,-,0,-
629,37.52664427,-77.45523797,16.26025438,2.5625,433.5398,867.0796,0,-
630,37.52672195,-77.45540434,32.90791253,29.75,4338.539441,132035.6151,97,-
631,37.52668652,-77.45524652,22.15208966,26.5,12957.4989,343373.7208,25,-
632,37.52687716,-77.45532947,50.45375531,-,-,-,91,-
633,37.52687829,-77.45534516,51.20806365,-,-,-,13,-
634,37.52697889,-77.45537725,65.69149633,-,-,-,95,-
635,37.52705833,-77.45517874,68.48945537,-,-,-,62,Dried
636,37.52677211,-77.45503375,25.21120101,-,-,-,0,Puddle?
637,37.52662269,-77.45513239,9.344457654,-,-,-,0,Dried
638,37.52672674,-77.45503446,19.2651066,25.625,5211.902212,133554.9942,15,-
639,37.52670978,-77.45501497,16.2794622,10,8510.574,85105.74,0,-
640,37.52664437,-77.45514689,12.75798675,-,-,-,0,Dried
641,37.52663381,-77.45515687,11.75339228,-,-,-,0,Dried
642,37.52670899,-77.45504706,17.41335615,-,-,-,0,Dried
643,37.52637499,-77.45508723,25.01131951,43.1375,9454.625455,398142.045,0,-
644,37.52642777,-77.45499715,21.53838221,7.625,1544.956727,11780.29505,0,-
645,37.52634294,-77.45506608,30.04658191,28.75,9650.971,270227.25,0,-
646,37.52636688,-77.45512573,24.59263026,92.4375,7628.177,893527.6,0,-
647,37.52626911,-77.45509745,38.5570951,-,-,-,0,-
648,37.5262529,-77.45517184,37.82066106,-,-,-,0,-
649,37.52621305,-77.45503898,48.19416815,-,-,-,0,Dried
650,37.52616272,-77.45509579,52.62846138,26.25,13273.23,345104,13,-
651,37.5261156,-77.45518254,55.48521772,-,-,-,22,Dried
652,37.52596321,-77.45508913,79.15242527,24.97916667,1180.453317,32106.29037,0,-
653,37.52595398,-77.45507416,80.94636603,9.8125,879.6459,7916.813,0,-
654,37.52594776,-77.45508081,81.50849614,12.25,824.6680716,10102.18388,0,-
655,37.52595718,-77.4551148,78.95607305,7.125,989.6016859,7050.912012,0,-
656,37.52594229,-77.45501854,84.63123148,4,346.3605901,1385.44236,19,-
657,37.52597848,-77.45500404,80.42571208,9.375,1958.783,17629.05,0,-
658,37.52590753,-77.45502781,88.84990511,8.25,1482.046334,12226.88226,38,-
659,37.5258966,-77.45516424,85.02474415,15.4375,3227.9865,49809.95,66,-
660,37.52593939,-77.45519656,78.14379825,19.5,3473.030679,67724.09823,0,-
661,37.52601136,-77.45497262,77.31003593,1,1005.309649,1005.309649,0,-
662,37.52595669,-77.45482835,90.07444196,6.25,27755.97109,173474.8193,31,-
663,37.52611931,-77.45489894,65.94004934,10.25,2193.61707,22484.57497,0,-
664,37.52609292,-77.45488539,69.93735162,28.625,17804.97639,506354.0499,0,-
665,37.5261768,-77.45491653,57.69191483,34.5,3369.358121,116242.8552,0,-
666,37.52619904,-77.45488658,55.91902891,39.625,8618.959,336139.4,0,-
667,37.52611705,-77.45486566,67.52192335,29.75,99018.29,2871530,15,-
668,37.52616248,-77.45491867,59.49555609,32.5,31214.86461,1014483.1,0,-
669,37.5263676,-77.45478414,37.70606081,6.25,1006.48785,6038.9265,0,-
670,37.52640304,-77.45481076,31.9888911,5.5,4008.67223,20043.3611,0,-
671,37.52638475,-77.45491558,30.34956069,-,-,-,4,-
672,37.52633329,-77.45498973,34.26328774,6,311.0176727,1866.106036,0,-
673,37.52640059,-77.45498427,25.61420893,7.0625,296.8805,1943.8605,0,-
674,37.52634724,-77.45497452,33.01377053,22.875,7835.132078,179228.6463,0,-
675,37.52647738,-77.45498641,15.4209343,26.5,8017.344,208451,0,-
676,37.52646117,-77.45498141,17.74784586,18.25,6573.783,118328.1,0,-
677,37.52648134,-77.45486875,19.43982423,10,1182.02424,11820.2424,0,-
678,37.52647097,-77.45477487,24.95488179,9.6875,962.1127502,9320.467267,0,-
679,37.52645721,-77.45478889,26.04491502,30.75,3242.123619,99695.30127,0,-
680,37.52655958,-77.45494909,6.037867841,18.375,2459.867,44277.61,0,-
681,37.52659276,-77.45494933,1.660722304,18.20833333,3628.277715,58095.37855,21,-
682,37.52669796,-77.45498902,13.72175351,17.25,25434.33,432383.7,0,-
683,37.52671549,-77.45498284,15.79132246,-,-,-,0,Dried
684,37.52673377,-77.45491059,14.86154072,7.6875,2031.432,15719.35,0,-
685,37.52687599,-77.45468522,22.34224253,-,-,-,-,-
686,37.52690653,-77.45467191,25.59977422,9.5,12582.08,113238.7,0,-
687,37.5268956,-77.45468332,24.74621204,18.16666667,2271.764173,43404.85737,0,-
688,37.5267252,-77.4547173,4.671853484,9,745.735558,6814.11458,0,-
689,37.52671464,-77.4546498,0.151509348,9.25,753.9822369,6974.335691,0,-
690,37.52657332,-77.45467928,16.43599173,-,-,-,0,-
691,37.52667756,-77.45467809,3.233127608,-,-,-,0,-
692,37.52669302,-77.4547097,0.221021427,-,-,-,0,-
693,37.52651866,-77.45469068,22.8519751,8.875,2048.318638,21458.84571,0,-
694,37.52648266,-77.45470162,26.91676485,9.125,5780.530483,52747.34065,5,-
695,37.52650207,-77.45458159,30.09754226,-,-,-,0,-
696,37.52641593,-77.45473299,33.92732227,8.75,346.3605901,3030.655163,0,-
697,37.52649057,-77.45468973,26.46920278,8.5,1756.150293,14927.27749,6,-
698,37.52636786,-77.45468427,42.33498227,6.75,723.74445,4342.4665,0,-
699,37.52631169,-77.45475129,46.35651636,10.25,3122.743098,32008.11675,13,-
700,37.52614856,-77.45475628,67.59326741,-,-,-,0,Puddle?
701,37.52617062,-77.45469401,67.10382534,-,-,-,0,Puddle?
702,37.52595511,-77.45475486,93.11880758,-,-,-,4,Puddle?
703,37.52605445,-77.45470756,81.8650616,3.75,1898.045551,6739.10893,0,-
704,37.52678574,-77.45442173,2.534323491,-,-,-,17,Dried
705,37.52683437,-77.45440651,2.617820015,-,-,-,29,Dried
706,37.52688093,-77.45435422,5.516317101,14.71354167,1819.309339,28941.69246,0,-
707,37.52690005,-77.45439724,10.18295654,19.25,637.7433087,12276.55869,0,-
708,37.52696187,-77.4543913,17.45516782,18,26262.92919,472732.7253,1,-
709,37.52700937,-77.45437585,22.45559234,18.0625,1275.486617,23038.47703,3,-
710,37.52696394,-77.45437443,16.79992612,6.375,932.66055,5723.5895,58,-
711,37.52713331,-77.4542708,32.01170602,10.3125,6024.003913,62122.54036,66,-
712,37.52695541,-77.45421637,7.229927104,17.25,8249.822308,142309.4348,0,-
713,37.5270095,-77.45422611,14.39881484,10.75,18221.24,182212.4,0,-
714,37.52700875,-77.45431002,18.82966374,-,-,-,0,-
715,37.52702477,-77.45421494,15.67163939,7.25,5407.466355,39204.13107,0,-
716,37.5268379,-77.45426557,4.548188158,23.5,15541.45886,365224.2831,0,-
717,37.52657461,-77.45422207,39.22671448,15.5,3565.707595,55236.46294,0,-
718,37.52657291,-77.45424299,38.30734568,5.9375,2447.300677,14530.84777,0,-
719,37.52657762,-77.45425725,36.95975248,23.5,2850.995,65572.89,0,-
720,37.52659798,-77.45423158,35.84367735,8.125,11769.98,94159.82,0,-
721,37.52649902,-77.45410514,54.81373777,4,19297.23287,77188.9315,0,-
722,37.52661061,-77.4540942,41.69939543,18.5,1583.363,28500.53,0,-
723,37.52662116,-77.45409682,40.26208176,-,-,-,0,Dried
724,37.52654332,-77.45419474,44.54287333,4.125,8312.654,33250.62,0,-
725,37.52645853,-77.45417692,55.91605427,5.5625,1400.365,7823.353,0,-
726,37.52642328,-77.45428625,54.35020461,11.25,2246.239,24708.63,0,-
727,37.52646658,-77.45404153,62.22666532,6.5625,1555.971955,11598.81023,72,-
728,37.52648222,-77.45406934,58.80601584,12.375,2078.164,24937.96,14,-
729,37.52645074,-77.45407077,62.59495828,13.58333333,2010.226555,27251.44987,0,-
730,37.52651992,-77.45397403,59.31483683,6.1875,11295.59639,69891.50264,12,-
731,37.52653236,-77.45407077,52.57174365,5.625,14388.49435,80935.28074,0,-
732,37.52667236,-77.45400232,39.06996498,5.5,1654.048532,9097.266927,0,-
733,37.52655549,-77.4540779,49.3469528,12.25,1710.597,20527.17,0,-
734,37.52679948,-77.453965,24.17600549,-,-,-,8,Dried
735,37.527,-77.454,24.95944177,-,-,-,17,Dried
736,37.52694444,-77.45384117,7.657392794,11.25,1602.212253,18024.88785,0,-
737,37.52692992,-77.45405936,3.905057265,-,-,-,0,-
738,37.52708085,-77.45394052,13.55968534,-,-,-,1,Not a pool
739,37.52710309,-77.4538868,15.18242865,-,-,-,0,Not a pool
740,37.52716707,-77.45403916,27.91124288,-,-,-,21,Not a pool
741,37.52700639,-77.45374477,1.738752016,-,-,-,0,-
742,37.52696964,-77.45372052,7.389327518,12.25,11230.41,134764.9,6,-
743,37.52703109,-77.45368226,0.012863878,-,-,-,0,-
744,37.52680883,-77.45365421,31.06556908,10.15625,8921.731,89217.31,0,-
745,37.52671994,-77.45348793,47.55917642,8.75,42449.19994,371430.4994,38,-
746,37.52680546,-77.45349601,35.68186798,4.3125,6554.933072,28268.14887,0,-
747,37.52682318,-77.45347961,33.69585581,8.5,26589.65482,226012.066,23,-
748,37.52683279,-77.45349791,31.90377418,14.6875,29484.63245,433055.5391,4,-
749,37.52684806,-77.4535098,29.50900803,8.75,9228.42842,80748.74867,0,-
750,37.52690385,-77.45339666,24.87072061,-,-,-,38,-
751,37.52691479,-77.45336339,24.25362466,-,-,-,48,-
752,37.52686898,-77.45348674,27.26072779,8.75,31667.25395,277088.472,1,-
753,37.52708634,-77.45352667,3.435708742,-,-,-,0,-
754,37.52704787,-77.45369312,-,26.75,4182.245,108738.4,0,-
755,37.52680829,-77.45527566,-,3.75,6272.975131,23523.65674,81,-
756,37.52633291,-77.45536333,-,18.125,2934.640238,53190.35431,0,-
757,37.52643715,-77.45658542,-,-,-,-,96,-
758,37.52635571,-77.45659661,-,-,-,-,53,-
759,37.52634203,-77.45661204,-,-,-,-,76,-
760,37.52621264,-77.4565442,-,-,-,-,6,-
761,37.52632117,-77.45694165,-,-,-,-,23,-
762,37.52635879,-77.4570542,-,-,-,-,85,-
763,37.52635994,-77.45706212,-,-,-,-,98,-
764,37.52633605,-77.45707386,-,-,-,-,48,-
765,37.52602124,-77.45499622,-,34.25,13865.41918,474890.6068,0,-
766,37.52598323,-77.45507209,-,33.5,3001.792,99059.13,0,-
767,37.52610597,-77.45520073,-,9.5,3267.25636,31038.93542,1,-
768,37.52615091,-77.45524501,-,-,-,-,72,-
769,37.52578542,-77.45577841,-,-,-,-,11,-
770,37.52578142,-77.45578787,-,-,-,-,34,-
772,37.5264121,-77.45534239,-,22.125,2587.10155,57239.6218,0,-
773,37.52651012,-77.45495828,-,33,16689.71,550760.5,38,-
774,37.5265297,-77.4549571,-,16,2818.00861,45088.13776,0,-
775,37.52652663,-77.45494712,-,5.375,1295.90697,6965.499962,96,-
776,37.52627875,-77.45574911,-,38.5,7694.545807,296240.0136,0,-
777,37.5262723,-77.45574546,-,16.3125,3353.650158,54706.4182,32,-
778,37.52617597,-77.4562673,-,-,-,-,1,-
779,37.52604602,-77.4551426,-,-,-,-,0,-
780,37.52616854,-77.45624857,-,-,-,-,81,-
781,37.52588177,-77.45514813,-,3.25,1641.482162,5334.817025,97,-
